Currency_Pair,Date,Value
EURUSD,20170130,1.06945
EURUSD,20170131,1.07961
EURUSD,20170201,1.07696
EURUSD,20170202,1.07617
EURUSD,20170203,1.07796
EURUSD,20170204,1.07804
EURUSD,20170205,1.0794
EURUSD,20170206,1.07505
EURUSD,20170207,1.06881
EURUSD,20170208,1.0687
EURUSD,20170209,1.06616
EURUSD,20170210,1.06375
EURUSD,20170211,1.0637
EURUSD,20170212,1.06236
EURUSD,20170213,1.05958
EURUSD,20170214,1.05761
EURUSD,20170215,1.06019
EURUSD,20170216,1.06733
EURUSD,20170217,1.06082
EURUSD,20170218,1.06128
EURUSD,20170219,1.0606
EURUSD,20170220,1.06146
EURUSD,20170221,1.05441
EURUSD,20170222,1.05661
EURUSD,20170223,1.05816
EURUSD,20170224,1.0561
EURUSD,20170225,1.0551
EURUSD,20170226,1.05668
EURUSD,20170227,1.05899
EURUSD,20170228,1.05947
EURUSD,20170301,1.05458
EURUSD,20170302,1.0507
EURUSD,20170303,1.06157
EURUSD,20170304,1.06182
EURUSD,20170305,1.06024
EURUSD,20170306,1.05824
EURUSD,20170307,1.057
EURUSD,20170308,1.0543
EURUSD,20170309,1.0582
EURUSD,20170310,1.06866
EURUSD,20170311,1.067
EURUSD,20170312,1.06757
EURUSD,20170313,1.06525
EURUSD,20170314,1.06036
EURUSD,20170315,1.07339
EURUSD,20170316,1.07655
EURUSD,20170317,1.07366
EURUSD,20170318,1.07338
EURUSD,20170319,1.07304
EURUSD,20170320,1.07394
EURUSD,20170321,1.081
EURUSD,20170322,1.07968
EURUSD,20170323,1.07823
EURUSD,20170324,1.0797
EURUSD,20170325,1.0795
EURUSD,20170326,1.08362
EURUSD,20170327,1.08632
EURUSD,20170328,1.08103
EURUSD,20170329,1.0764
EURUSD,20170330,1.06737
EURUSD,20170331,1.06515
EURUSD,20170401,1.0663
EURUSD,20170402,1.06605
EURUSD,20170403,1.06689
EURUSD,20170404,1.06729
EURUSD,20170405,1.06621
EURUSD,20170406,1.06436
EURUSD,20170407,1.05895
EURUSD,20170409,1.05868
EURUSD,20170410,1.06003
